dt,AverageTemperature,Country
1825-01-01,19.539,Vietnam
1825-02-01,19.797,Vietnam
1825-03-01,22.176,Vietnam
1825-04-01,25.197,Vietnam
1825-05-01,26.235,Vietnam
1825-06-01,27.582,Vietnam
1825-07-01,27.047,Vietnam
1825-08-01,26.086,Vietnam
1825-09-01,24.889,Vietnam
1825-10-01,23.009,Vietnam
1825-11-01,22.261000000000006,Vietnam
1825-12-01,19.511000000000006,Vietnam
1826-01-01,,Vietnam
1826-02-01,,Vietnam
1826-03-01,,Vietnam
1826-04-01,,Vietnam
1826-05-01,,Vietnam
1826-06-01,,Vietnam
1826-07-01,,Vietnam
1826-08-01,,Vietnam
1826-09-01,,Vietnam
1826-10-01,,Vietnam
1826-11-01,,Vietnam
1826-12-01,,Vietnam
1827-01-01,,Vietnam
1827-02-01,,Vietnam
1827-03-01,,Vietnam
1827-04-01,,Vietnam
1827-05-01,,Vietnam
1827-06-01,,Vietnam
1827-07-01,,Vietnam
1827-08-01,,Vietnam
1827-09-01,,Vietnam
1827-10-01,,Vietnam
1827-11-01,,Vietnam
1827-12-01,,Vietnam
1828-01-01,,Vietnam
1828-02-01,,Vietnam
1828-03-01,,Vietnam
1828-04-01,,Vietnam
1828-05-01,,Vietnam
1828-06-01,,Vietnam
1828-07-01,,Vietnam
1828-08-01,,Vietnam
1828-09-01,,Vietnam
1828-10-01,,Vietnam
1828-11-01,,Vietnam
1828-12-01,,Vietnam
1829-01-01,,Vietnam
1829-02-01,,Vietnam
1829-03-01,,Vietnam
1829-04-01,,Vietnam
1829-05-01,,Vietnam
1829-06-01,,Vietnam
1829-07-01,,Vietnam
1829-08-01,,Vietnam
1829-09-01,,Vietnam
1829-10-01,,Vietnam
1829-11-01,,Vietnam
1829-12-01,,Vietnam
1830-01-01,,Vietnam
1830-02-01,,Vietnam
1830-03-01,,Vietnam
1830-04-01,,Vietnam
1830-05-01,,Vietnam
1830-06-01,,Vietnam
1830-07-01,,Vietnam
1830-08-01,,Vietnam
1830-09-01,,Vietnam
1830-10-01,,Vietnam
1830-11-01,,Vietnam
1830-12-01,,Vietnam
1831-01-01,,Vietnam
1831-02-01,,Vietnam
1831-03-01,,Vietnam
1831-04-01,,Vietnam
1831-05-01,,Vietnam
1831-06-01,,Vietnam
1831-07-01,,Vietnam
1831-08-01,,Vietnam
1831-09-01,,Vietnam
1831-10-01,,Vietnam
1831-11-01,,Vietnam
1831-12-01,,Vietnam
1832-01-01,,Vietnam
1832-02-01,,Vietnam
1832-03-01,,Vietnam
1832-04-01,,Vietnam
1832-05-01,,Vietnam
1832-06-01,,Vietnam
1832-07-01,,Vietnam
1832-08-01,,Vietnam
1832-09-01,,Vietnam
1832-10-01,,Vietnam
1832-11-01,,Vietnam
1832-12-01,,Vietnam
1833-01-01,,Vietnam
1833-02-01,,Vietnam
1833-03-01,,Vietnam
1833-04-01,,Vietnam
1833-05-01,,Vietnam
1833-06-01,,Vietnam
1833-07-01,,Vietnam
1833-08-01,,Vietnam
1833-09-01,,Vietnam
1833-10-01,,Vietnam
1833-11-01,,Vietnam
1833-12-01,,Vietnam
1834-01-01,,Vietnam
1834-02-01,,Vietnam
1834-03-01,,Vietnam
1834-04-01,,Vietnam
1834-05-01,,Vietnam
1834-06-01,,Vietnam
1834-07-01,,Vietnam
1834-08-01,,Vietnam
1834-09-01,,Vietnam
1834-10-01,,Vietnam
1834-11-01,,Vietnam
1834-12-01,,Vietnam
1835-01-01,,Vietnam
1835-02-01,,Vietnam
1835-03-01,,Vietnam
1835-04-01,,Vietnam
1835-05-01,,Vietnam
1835-06-01,,Vietnam
1835-07-01,,Vietnam
1835-08-01,,Vietnam
1835-09-01,,Vietnam
1835-10-01,,Vietnam
1835-11-01,,Vietnam
1835-12-01,,Vietnam
1836-01-01,,Vietnam
1836-02-01,,Vietnam
1836-03-01,,Vietnam
1836-04-01,,Vietnam
1836-05-01,,Vietnam
1836-06-01,,Vietnam
1836-07-01,,Vietnam
1836-08-01,,Vietnam
1836-09-01,,Vietnam
1836-10-01,,Vietnam
1836-11-01,,Vietnam
1836-12-01,,Vietnam
1837-01-01,,Vietnam
1837-02-01,,Vietnam
1837-03-01,,Vietnam
1837-04-01,,Vietnam
1837-05-01,,Vietnam
1837-06-01,,Vietnam
1837-07-01,,Vietnam
1837-08-01,,Vietnam
1837-09-01,,Vietnam
1837-10-01,,Vietnam
1837-11-01,,Vietnam
1837-12-01,,Vietnam
1838-01-01,,Vietnam
1838-02-01,,Vietnam
1838-03-01,,Vietnam
1838-04-01,,Vietnam
1838-05-01,,Vietnam
1838-06-01,,Vietnam
1838-07-01,,Vietnam
1838-08-01,,Vietnam
1838-09-01,,Vietnam
1838-10-01,,Vietnam
1838-11-01,,Vietnam
1838-12-01,,Vietnam
1839-01-01,,Vietnam
1839-02-01,,Vietnam
1839-03-01,,Vietnam
1839-04-01,24.255,Vietnam
1839-05-01,25.554,Vietnam
1839-06-01,26.448,Vietnam
1839-07-01,27.00500000000001,Vietnam
1839-08-01,26.464,Vietnam
1839-09-01,24.545,Vietnam
1839-10-01,23.129,Vietnam
1839-11-01,20.224,Vietnam
1839-12-01,17.916,Vietnam
1840-01-01,19.269,Vietnam
1840-02-01,19.599,Vietnam
1840-03-01,21.168000000000003,Vietnam
1840-04-01,23.71,Vietnam
1840-05-01,26.015,Vietnam
1840-06-01,26.771,Vietnam
1840-07-01,27.345,Vietnam
1840-08-01,25.989,Vietnam
1840-09-01,24.961,Vietnam
1840-10-01,22.739,Vietnam
1840-11-01,21.289,Vietnam
1840-12-01,18.863000000000003,Vietnam
1841-01-01,18.628,Vietnam
1841-02-01,19.649,Vietnam
1841-03-01,21.359,Vietnam
1841-04-01,23.992,Vietnam
1841-05-01,26.1,Vietnam
1841-06-01,27.022,Vietnam
1841-07-01,27.514000000000006,Vietnam
1841-08-01,27.0,Vietnam
1841-09-01,25.046,Vietnam
1841-10-01,24.074,Vietnam
1841-11-01,21.878,Vietnam
1841-12-01,20.08,Vietnam
1842-01-01,19.329,Vietnam
1842-02-01,20.59,Vietnam
1842-03-01,22.425,Vietnam
1842-04-01,24.281,Vietnam
1842-05-01,25.696,Vietnam
1842-06-01,26.515,Vietnam
1842-07-01,26.275,Vietnam
1842-08-01,26.118,Vietnam
1842-09-01,24.758000000000003,Vietnam
1842-10-01,22.791,Vietnam
1842-11-01,21.086,Vietnam
1842-12-01,20.15,Vietnam
1843-01-01,19.611,Vietnam
1843-02-01,20.471,Vietnam
1843-03-01,21.62,Vietnam
1843-04-01,24.092,Vietnam
1843-05-01,25.701,Vietnam
1843-06-01,26.965,Vietnam
1843-07-01,26.734,Vietnam
1843-08-01,26.327,Vietnam
1843-09-01,24.914,Vietnam
1843-10-01,23.168000000000006,Vietnam
1843-11-01,21.564,Vietnam
1843-12-01,19.826,Vietnam
1844-01-01,18.491,Vietnam
1844-02-01,19.459,Vietnam
1844-03-01,22.37,Vietnam
1844-04-01,23.974,Vietnam
1844-05-01,25.698,Vietnam
1844-06-01,26.437,Vietnam
1844-07-01,26.367,Vietnam
1844-08-01,25.608,Vietnam
1844-09-01,24.296,Vietnam
1844-10-01,22.968000000000004,Vietnam
1844-11-01,20.427,Vietnam
1844-12-01,18.759,Vietnam
1845-01-01,18.542,Vietnam
1845-02-01,19.571,Vietnam
1845-03-01,21.491,Vietnam
1845-04-01,,Vietnam
1845-05-01,25.446,Vietnam
1845-06-01,26.426,Vietnam
1845-07-01,26.31900000000001,Vietnam
1845-08-01,25.679,Vietnam
1845-09-01,24.467,Vietnam
1845-10-01,22.222,Vietnam
1845-11-01,20.55,Vietnam
1845-12-01,18.432,Vietnam
1846-01-01,19.739,Vietnam
1846-02-01,19.847,Vietnam
1846-03-01,22.544,Vietnam
1846-04-01,23.836,Vietnam
1846-05-01,25.853,Vietnam
1846-06-01,27.004,Vietnam
1846-07-01,27.16200000000001,Vietnam
1846-08-01,26.378,Vietnam
1846-09-01,24.818,Vietnam
1846-10-01,22.914,Vietnam
1846-11-01,20.76,Vietnam
1846-12-01,19.671000000000006,Vietnam
1847-01-01,18.627,Vietnam
1847-02-01,19.572,Vietnam
1847-03-01,21.084,Vietnam
1847-04-01,23.621,Vietnam
1847-05-01,25.128,Vietnam
1847-06-01,26.289,Vietnam
1847-07-01,26.967,Vietnam
1847-08-01,25.756,Vietnam
1847-09-01,24.787,Vietnam
1847-10-01,22.64,Vietnam
1847-11-01,21.533,Vietnam
1847-12-01,18.843,Vietnam
1848-01-01,17.253,Vietnam
1848-02-01,20.395,Vietnam
1848-03-01,21.628,Vietnam
1848-04-01,23.847,Vietnam
1848-05-01,25.668000000000003,Vietnam
1848-06-01,26.486,Vietnam
1848-07-01,26.786,Vietnam
1848-08-01,25.657,Vietnam
1848-09-01,24.519,Vietnam
1848-10-01,23.173,Vietnam
1848-11-01,20.729000000000006,Vietnam
1848-12-01,19.002,Vietnam
1849-01-01,18.747,Vietnam
1849-02-01,19.698,Vietnam
1849-03-01,22.309,Vietnam
1849-04-01,23.412,Vietnam
1849-05-01,25.283,Vietnam
1849-06-01,26.522,Vietnam
1849-07-01,26.87,Vietnam
1849-08-01,26.169,Vietnam
1849-09-01,24.752,Vietnam
1849-10-01,23.619000000000003,Vietnam
1849-11-01,21.735000000000007,Vietnam
1849-12-01,18.149,Vietnam
1850-01-01,18.027,Vietnam
1850-02-01,19.899,Vietnam
1850-03-01,21.896,Vietnam
1850-04-01,23.868,Vietnam
1850-05-01,25.431,Vietnam
1850-06-01,26.767,Vietnam
1850-07-01,26.933000000000003,Vietnam
1850-08-01,26.534,Vietnam
1850-09-01,25.043000000000003,Vietnam
1850-10-01,23.46,Vietnam
1850-11-01,21.279,Vietnam
1850-12-01,19.244000000000003,Vietnam
1851-01-01,19.131,Vietnam
1851-02-01,19.641,Vietnam
1851-03-01,21.237,Vietnam
1851-04-01,23.602,Vietnam
1851-05-01,26.297,Vietnam
1851-06-01,26.895,Vietnam
1851-07-01,27.094,Vietnam
1851-08-01,26.477,Vietnam
1851-09-01,25.3,Vietnam
1851-10-01,23.636000000000006,Vietnam
1851-11-01,21.063,Vietnam
1851-12-01,19.858,Vietnam
1852-01-01,19.048,Vietnam
1852-02-01,19.681,Vietnam
1852-03-01,20.834,Vietnam
1852-04-01,23.842,Vietnam
1852-05-01,26.411,Vietnam
1852-06-01,26.985,Vietnam
1852-07-01,27.063,Vietnam
1852-08-01,26.038,Vietnam
1852-09-01,25.028,Vietnam
1852-10-01,23.515,Vietnam
1852-11-01,20.725,Vietnam
1852-12-01,19.462000000000003,Vietnam
1853-01-01,17.875,Vietnam
1853-02-01,18.921,Vietnam
1853-03-01,22.388,Vietnam
1853-04-01,24.801,Vietnam
1853-05-01,26.748,Vietnam
1853-06-01,27.189,Vietnam
1853-07-01,27.257,Vietnam
1853-08-01,26.795,Vietnam
1853-09-01,25.517,Vietnam
1853-10-01,23.479000000000006,Vietnam
1853-11-01,21.609,Vietnam
1853-12-01,19.472,Vietnam
1854-01-01,19.043,Vietnam
1854-02-01,19.091,Vietnam
1854-03-01,22.343000000000004,Vietnam
1854-04-01,23.857,Vietnam
1854-05-01,26.56,Vietnam
1854-06-01,27.018,Vietnam
1854-07-01,27.747,Vietnam
1854-08-01,26.632,Vietnam
1854-09-01,24.966,Vietnam
1854-10-01,23.582,Vietnam
1854-11-01,21.35100000000001,Vietnam
1854-12-01,19.777,Vietnam
1855-01-01,19.142,Vietnam
1855-02-01,20.021,Vietnam
1855-03-01,21.927,Vietnam
1855-04-01,25.019,Vietnam
1855-05-01,26.676,Vietnam
1855-06-01,26.543000000000003,Vietnam
1855-07-01,26.556,Vietnam
1855-08-01,26.349,Vietnam
1855-09-01,24.84,Vietnam
1855-10-01,22.435,Vietnam
1855-11-01,20.938,Vietnam
1855-12-01,18.564,Vietnam
1856-01-01,18.535,Vietnam
1856-02-01,18.974,Vietnam
1856-03-01,21.554,Vietnam
1856-04-01,23.918000000000003,Vietnam
1856-05-01,25.819000000000003,Vietnam
1856-06-01,27.204,Vietnam
1856-07-01,26.344,Vietnam
1856-08-01,25.738000000000003,Vietnam
1856-09-01,24.94,Vietnam
1856-10-01,22.701,Vietnam
1856-11-01,20.453000000000007,Vietnam
1856-12-01,18.84800000000001,Vietnam
1857-01-01,18.238,Vietnam
1857-02-01,19.79,Vietnam
1857-03-01,21.875,Vietnam
1857-04-01,23.54,Vietnam
1857-05-01,25.466,Vietnam
1857-06-01,26.032,Vietnam
1857-07-01,26.637,Vietnam
1857-08-01,25.456,Vietnam
1857-09-01,24.662,Vietnam
1857-10-01,22.744000000000003,Vietnam
1857-11-01,,Vietnam
1857-12-01,,Vietnam
1858-01-01,19.127,Vietnam
1858-02-01,19.438,Vietnam
1858-03-01,21.746,Vietnam
1858-04-01,24.646,Vietnam
1858-05-01,25.765,Vietnam
1858-06-01,26.774,Vietnam
1858-07-01,26.451,Vietnam
1858-08-01,26.077,Vietnam
1858-09-01,25.313,Vietnam
1858-10-01,23.859,Vietnam
1858-11-01,21.308000000000003,Vietnam
1858-12-01,18.961,Vietnam
1859-01-01,18.415,Vietnam
1859-02-01,19.892,Vietnam
1859-03-01,21.476,Vietnam
1859-04-01,24.586,Vietnam
1859-05-01,26.706,Vietnam
1859-06-01,27.246,Vietnam
1859-07-01,26.796000000000006,Vietnam
1859-08-01,26.393,Vietnam
1859-09-01,25.174,Vietnam
1859-10-01,23.863000000000003,Vietnam
1859-11-01,21.275,Vietnam
1859-12-01,18.632,Vietnam
1860-01-01,18.803,Vietnam
1860-02-01,19.893,Vietnam
1860-03-01,21.568,Vietnam
1860-04-01,23.862,Vietnam
1860-05-01,25.536,Vietnam
1860-06-01,26.673,Vietnam
1860-07-01,26.586,Vietnam
1860-08-01,26.732,Vietnam
1860-09-01,25.128,Vietnam
1860-10-01,23.66,Vietnam
1860-11-01,21.087,Vietnam
1860-12-01,19.095,Vietnam
1861-01-01,18.639,Vietnam
1861-02-01,18.455,Vietnam
1861-03-01,21.453000000000003,Vietnam
1861-04-01,23.546,Vietnam
1861-05-01,25.45,Vietnam
1861-06-01,26.632,Vietnam
1861-07-01,26.486,Vietnam
1861-08-01,26.481,Vietnam
1861-09-01,25.17,Vietnam
1861-10-01,23.372000000000003,Vietnam
1861-11-01,22.092,Vietnam
1861-12-01,19.181,Vietnam
1862-01-01,17.253999999999998,Vietnam
1862-02-01,18.405,Vietnam
1862-03-01,21.088,Vietnam
1862-04-01,,Vietnam
1862-05-01,,Vietnam
1862-06-01,,Vietnam
1862-07-01,,Vietnam
1862-08-01,,Vietnam
1862-09-01,,Vietnam
1862-10-01,,Vietnam
1862-11-01,,Vietnam
1862-12-01,,Vietnam
1863-01-01,19.124,Vietnam
1863-02-01,20.059,Vietnam
1863-03-01,21.697,Vietnam
1863-04-01,23.998,Vietnam
1863-05-01,25.999,Vietnam
1863-06-01,26.757,Vietnam
1863-07-01,26.887,Vietnam
1863-08-01,25.874,Vietnam
1863-09-01,24.703000000000003,Vietnam
1863-10-01,22.937,Vietnam
1863-11-01,20.385,Vietnam
1863-12-01,18.722,Vietnam
1864-01-01,18.018,Vietnam
1864-02-01,18.194000000000003,Vietnam
1864-03-01,20.591,Vietnam
1864-04-01,24.235,Vietnam
1864-05-01,26.042,Vietnam
1864-06-01,27.097,Vietnam
1864-07-01,26.653,Vietnam
1864-08-01,25.962,Vietnam
1864-09-01,24.916,Vietnam
1864-10-01,23.617,Vietnam
1864-11-01,20.881,Vietnam
1864-12-01,19.33,Vietnam
1865-01-01,19.102,Vietnam
1865-02-01,20.027,Vietnam
1865-03-01,21.826,Vietnam
1865-04-01,23.577,Vietnam
1865-05-01,26.157,Vietnam
1865-06-01,27.179,Vietnam
1865-07-01,26.799,Vietnam
1865-08-01,26.619,Vietnam
1865-09-01,25.363000000000003,Vietnam
1865-10-01,23.991000000000003,Vietnam
1865-11-01,21.785,Vietnam
1865-12-01,19.14,Vietnam
1866-01-01,19.362,Vietnam
1866-02-01,19.614,Vietnam
1866-03-01,21.376,Vietnam
1866-04-01,24.214,Vietnam
1866-05-01,26.424,Vietnam
1866-06-01,26.45,Vietnam
1866-07-01,26.925,Vietnam
1866-08-01,26.738000000000003,Vietnam
1866-09-01,25.356,Vietnam
1866-10-01,23.360000000000007,Vietnam
1866-11-01,21.261000000000006,Vietnam
1866-12-01,19.341,Vietnam
1867-01-01,18.236,Vietnam
1867-02-01,19.793,Vietnam
1867-03-01,21.911,Vietnam
1867-04-01,24.685,Vietnam
1867-05-01,26.446,Vietnam
1867-06-01,27.208,Vietnam
1867-07-01,26.905,Vietnam
1867-08-01,26.161,Vietnam
1867-09-01,25.512,Vietnam
1867-10-01,24.077,Vietnam
1867-11-01,21.302,Vietnam
1867-12-01,19.173,Vietnam
1868-01-01,19.165,Vietnam
1868-02-01,20.006,Vietnam
1868-03-01,21.684,Vietnam
1868-04-01,24.441,Vietnam
1868-05-01,26.106,Vietnam
1868-06-01,26.877,Vietnam
1868-07-01,26.867,Vietnam
1868-08-01,26.546,Vietnam
1868-09-01,25.549,Vietnam
1868-10-01,24.406,Vietnam
1868-11-01,21.661,Vietnam
1868-12-01,20.00500000000001,Vietnam
1869-01-01,18.482,Vietnam
1869-02-01,19.804,Vietnam
1869-03-01,21.465,Vietnam
1869-04-01,23.845,Vietnam
1869-05-01,26.292,Vietnam
1869-06-01,27.101,Vietnam
1869-07-01,27.19,Vietnam
1869-08-01,26.352,Vietnam
1869-09-01,25.583,Vietnam
1869-10-01,23.372000000000003,Vietnam
1869-11-01,20.335,Vietnam
1869-12-01,18.609,Vietnam
1870-01-01,18.378,Vietnam
1870-02-01,18.938,Vietnam
1870-03-01,21.719,Vietnam
1870-04-01,25.038,Vietnam
1870-05-01,26.42,Vietnam
1870-06-01,27.276,Vietnam
1870-07-01,27.368,Vietnam
1870-08-01,26.023000000000003,Vietnam
1870-09-01,24.957,Vietnam
1870-10-01,23.511000000000006,Vietnam
1870-11-01,20.863000000000003,Vietnam
1870-12-01,18.361,Vietnam
1871-01-01,18.626,Vietnam
1871-02-01,19.719,Vietnam
1871-03-01,21.769,Vietnam
1871-04-01,25.412,Vietnam
1871-05-01,26.714,Vietnam
1871-06-01,26.93,Vietnam
1871-07-01,26.394,Vietnam
1871-08-01,26.16,Vietnam
1871-09-01,25.025,Vietnam
1871-10-01,23.414,Vietnam
1871-11-01,20.621,Vietnam
1871-12-01,18.261000000000006,Vietnam
1872-01-01,18.174,Vietnam
1872-02-01,18.036,Vietnam
1872-03-01,21.615,Vietnam
1872-04-01,25.426,Vietnam
1872-05-01,26.836,Vietnam
1872-06-01,27.574,Vietnam
1872-07-01,26.972,Vietnam
1872-08-01,26.72,Vietnam
1872-09-01,25.592,Vietnam
1872-10-01,23.587000000000003,Vietnam
1872-11-01,21.709,Vietnam
1872-12-01,19.572000000000006,Vietnam
1873-01-01,18.024,Vietnam
1873-02-01,19.737,Vietnam
1873-03-01,21.663,Vietnam
1873-04-01,24.111,Vietnam
1873-05-01,26.373,Vietnam
1873-06-01,27.056,Vietnam
1873-07-01,26.781,Vietnam
1873-08-01,26.289,Vietnam
1873-09-01,25.782,Vietnam
1873-10-01,23.657,Vietnam
1873-11-01,22.001,Vietnam
1873-12-01,19.805000000000003,Vietnam
1874-01-01,18.231,Vietnam
1874-02-01,19.917,Vietnam
1874-03-01,21.806,Vietnam
1874-04-01,24.52,Vietnam
1874-05-01,26.394,Vietnam
1874-06-01,27.762,Vietnam
1874-07-01,27.06,Vietnam
1874-08-01,26.26,Vietnam
1874-09-01,25.767,Vietnam
1874-10-01,24.148000000000003,Vietnam
1874-11-01,21.16,Vietnam
1874-12-01,19.376,Vietnam
1875-01-01,17.463,Vietnam
1875-02-01,19.25,Vietnam
1875-03-01,21.994,Vietnam
1875-04-01,24.036,Vietnam
1875-05-01,26.38,Vietnam
1875-06-01,27.191,Vietnam
1875-07-01,27.048,Vietnam
1875-08-01,26.559,Vietnam
1875-09-01,25.349,Vietnam
1875-10-01,23.459000000000003,Vietnam
1875-11-01,20.950000000000006,Vietnam
1875-12-01,17.820999999999998,Vietnam
1876-01-01,18.178,Vietnam
1876-02-01,19.123,Vietnam
1876-03-01,21.482,Vietnam
1876-04-01,24.376,Vietnam
1876-05-01,25.591,Vietnam
1876-06-01,26.825,Vietnam
1876-07-01,26.331,Vietnam
1876-08-01,26.108,Vietnam
1876-09-01,24.948,Vietnam
1876-10-01,23.431,Vietnam
1876-11-01,20.826,Vietnam
1876-12-01,18.219,Vietnam
1877-01-01,18.817,Vietnam
1877-02-01,19.11,Vietnam
1877-03-01,21.501,Vietnam
1877-04-01,24.518,Vietnam
1877-05-01,27.257,Vietnam
1877-06-01,26.847,Vietnam
1877-07-01,26.744,Vietnam
1877-08-01,26.777,Vietnam
1877-09-01,25.493,Vietnam
1877-10-01,23.725,Vietnam
1877-11-01,22.354000000000006,Vietnam
1877-12-01,19.702,Vietnam
1878-01-01,17.939999999999994,Vietnam
1878-02-01,19.549,Vietnam
1878-03-01,22.399,Vietnam
1878-04-01,25.77,Vietnam
1878-05-01,27.607,Vietnam
1878-06-01,26.703000000000003,Vietnam
1878-07-01,27.746,Vietnam
1878-08-01,26.502,Vietnam
1878-09-01,26.153,Vietnam
1878-10-01,24.05,Vietnam
1878-11-01,22.399,Vietnam
1878-12-01,20.048,Vietnam
1879-01-01,18.785,Vietnam
1879-02-01,20.077,Vietnam
1879-03-01,21.491,Vietnam
1879-04-01,24.283,Vietnam
1879-05-01,26.843000000000004,Vietnam
1879-06-01,26.826,Vietnam
1879-07-01,26.796000000000006,Vietnam
1879-08-01,26.203000000000003,Vietnam
1879-09-01,25.253,Vietnam
1879-10-01,24.159,Vietnam
1879-11-01,21.543000000000006,Vietnam
1879-12-01,19.75500000000001,Vietnam
1880-01-01,18.823,Vietnam
1880-02-01,19.464,Vietnam
1880-03-01,21.739,Vietnam
1880-04-01,23.74,Vietnam
1880-05-01,26.062,Vietnam
1880-06-01,26.491,Vietnam
1880-07-01,26.581000000000003,Vietnam
1880-08-01,26.308000000000003,Vietnam
1880-09-01,25.227,Vietnam
1880-10-01,23.707,Vietnam
1880-11-01,21.208,Vietnam
1880-12-01,18.97600000000001,Vietnam
1881-01-01,18.741,Vietnam
1881-02-01,20.171,Vietnam
1881-03-01,21.388,Vietnam
1881-04-01,24.145,Vietnam
1881-05-01,26.303,Vietnam
1881-06-01,26.835,Vietnam
1881-07-01,26.731,Vietnam
1881-08-01,25.97,Vietnam
1881-09-01,25.29,Vietnam
1881-10-01,23.853,Vietnam
1881-11-01,21.759,Vietnam
1881-12-01,19.543000000000006,Vietnam
1882-01-01,19.106,Vietnam
1882-02-01,19.464,Vietnam
1882-03-01,21.436,Vietnam
1882-04-01,24.354,Vietnam
1882-05-01,26.263,Vietnam
1882-06-01,26.948,Vietnam
1882-07-01,26.961,Vietnam
1882-08-01,25.801,Vietnam
1882-09-01,25.378,Vietnam
1882-10-01,23.928,Vietnam
1882-11-01,21.202,Vietnam
1882-12-01,19.14,Vietnam
1883-01-01,18.249,Vietnam
1883-02-01,18.861,Vietnam
1883-03-01,21.313,Vietnam
1883-04-01,23.969,Vietnam
1883-05-01,26.456,Vietnam
1883-06-01,26.786,Vietnam
1883-07-01,26.85,Vietnam
1883-08-01,25.906,Vietnam
1883-09-01,24.629,Vietnam
1883-10-01,23.753,Vietnam
1883-11-01,21.09800000000001,Vietnam
1883-12-01,18.834000000000003,Vietnam
1884-01-01,18.693,Vietnam
1884-02-01,18.459,Vietnam
1884-03-01,21.086,Vietnam
1884-04-01,23.339,Vietnam
1884-05-01,25.149,Vietnam
1884-06-01,25.975,Vietnam
1884-07-01,26.793000000000006,Vietnam
1884-08-01,25.992,Vietnam
1884-09-01,24.95,Vietnam
1884-10-01,23.881,Vietnam
1884-11-01,20.892000000000003,Vietnam
1884-12-01,18.349,Vietnam
1885-01-01,18.231,Vietnam
1885-02-01,18.426,Vietnam
1885-03-01,21.441,Vietnam
1885-04-01,24.579,Vietnam
1885-05-01,26.847,Vietnam
1885-06-01,26.751,Vietnam
1885-07-01,26.626,Vietnam
1885-08-01,25.901,Vietnam
1885-09-01,24.95,Vietnam
1885-10-01,23.507,Vietnam
1885-11-01,21.313,Vietnam
1885-12-01,19.73,Vietnam
1886-01-01,18.233,Vietnam
1886-02-01,17.912,Vietnam
1886-03-01,21.519,Vietnam
1886-04-01,24.211,Vietnam
1886-05-01,26.308000000000003,Vietnam
1886-06-01,26.873,Vietnam
1886-07-01,26.835,Vietnam
1886-08-01,26.385,Vietnam
1886-09-01,25.478,Vietnam
1886-10-01,24.09800000000001,Vietnam
1886-11-01,21.228,Vietnam
1886-12-01,18.437,Vietnam
1887-01-01,17.648,Vietnam
1887-02-01,18.137,Vietnam
1887-03-01,20.959,Vietnam
1887-04-01,24.092,Vietnam
1887-05-01,25.513,Vietnam
1887-06-01,26.792,Vietnam
1887-07-01,26.616,Vietnam
1887-08-01,25.807,Vietnam
1887-09-01,25.55,Vietnam
1887-10-01,23.837000000000003,Vietnam
1887-11-01,21.81,Vietnam
1887-12-01,19.450000000000006,Vietnam
1888-01-01,19.267,Vietnam
1888-02-01,18.468,Vietnam
1888-03-01,22.028,Vietnam
1888-04-01,25.018,Vietnam
1888-05-01,26.925,Vietnam
1888-06-01,26.492,Vietnam
1888-07-01,27.196,Vietnam
1888-08-01,26.264,Vietnam
1888-09-01,25.471,Vietnam
1888-10-01,23.805000000000003,Vietnam
1888-11-01,21.829,Vietnam
1888-12-01,19.789,Vietnam
1889-01-01,18.503,Vietnam
1889-02-01,19.553,Vietnam
1889-03-01,22.104,Vietnam
1889-04-01,24.947,Vietnam
1889-05-01,27.307,Vietnam
1889-06-01,27.124,Vietnam
1889-07-01,27.202,Vietnam
1889-08-01,26.237,Vietnam
1889-09-01,25.417,Vietnam
1889-10-01,24.387,Vietnam
1889-11-01,21.234,Vietnam
1889-12-01,19.375,Vietnam
