dt,AverageTemperature,Country
1952-03-01,23.643,Vietnam
1952-04-01,25.414,Vietnam
1952-05-01,27.311,Vietnam
1952-06-01,27.391,Vietnam
1952-07-01,27.323,Vietnam
1952-08-01,26.348000000000003,Vietnam
1952-09-01,25.726,Vietnam
1952-10-01,24.169,Vietnam
1952-11-01,22.74,Vietnam
1952-12-01,18.951,Vietnam
1953-01-01,19.643,Vietnam
1953-02-01,20.628,Vietnam
1953-03-01,23.204,Vietnam
1953-04-01,24.286,Vietnam
1953-05-01,26.738000000000003,Vietnam
1953-06-01,27.085,Vietnam
1953-07-01,27.577,Vietnam
1953-08-01,27.221,Vietnam
1953-09-01,25.715,Vietnam
1953-10-01,25.288,Vietnam
1953-11-01,22.84,Vietnam
1953-12-01,20.229000000000006,Vietnam
1954-01-01,21.157,Vietnam
1954-02-01,20.943,Vietnam
1954-03-01,21.409,Vietnam
1954-04-01,25.43,Vietnam
1954-05-01,26.823,Vietnam
1954-06-01,27.459,Vietnam
1954-07-01,27.63000000000001,Vietnam
1954-08-01,26.781,Vietnam
1954-09-01,25.707,Vietnam
1954-10-01,23.728,Vietnam
1954-11-01,22.185,Vietnam
1954-12-01,19.096,Vietnam
1955-01-01,17.714000000000002,Vietnam
1955-02-01,20.885,Vietnam
1955-03-01,23.03,Vietnam
1955-04-01,24.666,Vietnam
1955-05-01,27.023000000000003,Vietnam
1955-06-01,26.737,Vietnam
1955-07-01,27.116,Vietnam
1955-08-01,26.43,Vietnam
1955-09-01,26.168000000000003,Vietnam
1955-10-01,23.839,Vietnam
1955-11-01,21.036,Vietnam
1955-12-01,19.511000000000006,Vietnam
1956-01-01,18.237,Vietnam
1956-02-01,21.026,Vietnam
1956-03-01,23.161,Vietnam
1956-04-01,25.197,Vietnam
1956-05-01,26.062,Vietnam
1956-06-01,26.922,Vietnam
1956-07-01,26.786,Vietnam
1956-08-01,26.376,Vietnam
1956-09-01,25.769,Vietnam
1956-10-01,23.999,Vietnam
1956-11-01,21.161,Vietnam
1956-12-01,19.276,Vietnam
1957-01-01,19.869,Vietnam
1957-02-01,18.961,Vietnam
1957-03-01,22.165,Vietnam
1957-04-01,25.144,Vietnam
1957-05-01,27.257,Vietnam
1957-06-01,27.1,Vietnam
1957-07-01,27.099,Vietnam
1957-08-01,26.901,Vietnam
1957-09-01,26.031,Vietnam
1957-10-01,23.888,Vietnam
1957-11-01,22.985000000000007,Vietnam
1957-12-01,21.187,Vietnam
1958-01-01,19.587,Vietnam
1958-02-01,19.606,Vietnam
1958-03-01,23.899,Vietnam
1958-04-01,26.101,Vietnam
1958-05-01,27.679,Vietnam
1958-06-01,27.647,Vietnam
1958-07-01,27.204,Vietnam
1958-08-01,26.634,Vietnam
1958-09-01,25.885,Vietnam
1958-10-01,23.736,Vietnam
1958-11-01,21.474,Vietnam
1958-12-01,19.456000000000003,Vietnam
1959-01-01,18.696,Vietnam
1959-02-01,21.284,Vietnam
1959-03-01,22.043000000000003,Vietnam
1959-04-01,25.536,Vietnam
1959-05-01,26.517,Vietnam
1959-06-01,27.958,Vietnam
1959-07-01,26.916,Vietnam
1959-08-01,26.831,Vietnam
1959-09-01,25.759,Vietnam
1959-10-01,23.997000000000003,Vietnam
1959-11-01,22.96,Vietnam
1959-12-01,21.090000000000003,Vietnam
1960-01-01,19.663,Vietnam
1960-02-01,20.386,Vietnam
1960-03-01,23.863000000000003,Vietnam
1960-04-01,24.927,Vietnam
1960-05-01,26.722,Vietnam
1960-06-01,27.572,Vietnam
1960-07-01,26.798,Vietnam
1960-08-01,27.156,Vietnam
1960-09-01,25.915,Vietnam
1960-10-01,24.053,Vietnam
1960-11-01,22.953000000000007,Vietnam
1960-12-01,19.721,Vietnam
1961-01-01,18.801,Vietnam
1961-02-01,20.264,Vietnam
1961-03-01,23.109,Vietnam
1961-04-01,25.235,Vietnam
1961-05-01,26.729,Vietnam
1961-06-01,26.815,Vietnam
1961-07-01,27.417,Vietnam
1961-08-01,26.772,Vietnam
1961-09-01,26.047,Vietnam
1961-10-01,24.383000000000006,Vietnam
1961-11-01,22.676,Vietnam
1961-12-01,20.864,Vietnam
1962-01-01,17.849999999999994,Vietnam
1962-02-01,19.902,Vietnam
1962-03-01,22.109,Vietnam
1962-04-01,24.752,Vietnam
1962-05-01,27.189,Vietnam
1962-06-01,27.077,Vietnam
1962-07-01,27.163,Vietnam
1962-08-01,26.594,Vietnam
1962-09-01,25.698,Vietnam
1962-10-01,24.274,Vietnam
1962-11-01,22.278,Vietnam
1962-12-01,19.542,Vietnam
1963-01-01,17.028,Vietnam
1963-02-01,19.059,Vietnam
1963-03-01,21.76,Vietnam
1963-04-01,24.687,Vietnam
1963-05-01,27.284,Vietnam
1963-06-01,27.42,Vietnam
1963-07-01,27.078000000000007,Vietnam
1963-08-01,26.704,Vietnam
1963-09-01,26.514,Vietnam
1963-10-01,24.03,Vietnam
1963-11-01,23.41200000000001,Vietnam
1963-12-01,20.115,Vietnam
1964-01-01,20.418,Vietnam
1964-02-01,19.754,Vietnam
1964-03-01,22.743,Vietnam
1964-04-01,25.821,Vietnam
1964-05-01,26.578000000000003,Vietnam
1964-06-01,27.282,Vietnam
1964-07-01,27.278,Vietnam
1964-08-01,26.864,Vietnam
1964-09-01,26.092,Vietnam
1964-10-01,24.639000000000006,Vietnam
1964-11-01,21.102,Vietnam
1964-12-01,18.873,Vietnam
1965-01-01,18.659,Vietnam
1965-02-01,21.332,Vietnam
1965-03-01,22.078000000000003,Vietnam
1965-04-01,25.326,Vietnam
1965-05-01,26.599,Vietnam
1965-06-01,26.869,Vietnam
1965-07-01,27.332,Vietnam
1965-08-01,26.747,Vietnam
1965-09-01,25.721,Vietnam
1965-10-01,24.814,Vietnam
1965-11-01,22.936,Vietnam
1965-12-01,20.777,Vietnam
1966-01-01,20.911,Vietnam
1966-02-01,21.951,Vietnam
1966-03-01,23.86,Vietnam
1966-04-01,26.037,Vietnam
1966-05-01,26.234,Vietnam
1966-06-01,27.157,Vietnam
1966-07-01,27.195,Vietnam
1966-08-01,26.83,Vietnam
1966-09-01,25.516,Vietnam
1966-10-01,24.625,Vietnam
1966-11-01,22.78,Vietnam
1966-12-01,21.16,Vietnam
1967-01-01,18.205,Vietnam
1967-02-01,19.13,Vietnam
1967-03-01,22.474,Vietnam
1967-04-01,24.548,Vietnam
1967-05-01,27.212,Vietnam
1967-06-01,27.351,Vietnam
1967-07-01,27.337,Vietnam
1967-08-01,26.81,Vietnam
1967-09-01,25.731,Vietnam
1967-10-01,23.614,Vietnam
1967-11-01,22.509,Vietnam
1967-12-01,18.745,Vietnam
1968-01-01,19.462,Vietnam
1968-02-01,17.835,Vietnam
1968-03-01,22.591,Vietnam
1968-04-01,23.751,Vietnam
1968-05-01,26.597,Vietnam
1968-06-01,26.943,Vietnam
1968-07-01,27.535,Vietnam
1968-08-01,26.973000000000003,Vietnam
1968-09-01,25.989,Vietnam
1968-10-01,23.957,Vietnam
1968-11-01,23.141,Vietnam
1968-12-01,22.067,Vietnam
1969-01-01,20.726,Vietnam
1969-02-01,20.384,Vietnam
1969-03-01,22.96,Vietnam
1969-04-01,25.305,Vietnam
1969-05-01,27.938,Vietnam
1969-06-01,27.563,Vietnam
1969-07-01,27.171000000000006,Vietnam
1969-08-01,26.87,Vietnam
1969-09-01,25.876,Vietnam
1969-10-01,24.731,Vietnam
1969-11-01,21.511000000000006,Vietnam
1969-12-01,19.373,Vietnam
1970-01-01,19.048,Vietnam
1970-02-01,21.057,Vietnam
1970-03-01,22.387,Vietnam
1970-04-01,24.633000000000003,Vietnam
1970-05-01,26.91,Vietnam
1970-06-01,27.0,Vietnam
1970-07-01,27.154,Vietnam
1970-08-01,26.749,Vietnam
1970-09-01,26.052,Vietnam
1970-10-01,23.683000000000003,Vietnam
1970-11-01,21.773000000000003,Vietnam
1970-12-01,20.561,Vietnam
1971-01-01,17.98,Vietnam
1971-02-01,19.483,Vietnam
1971-03-01,21.99,Vietnam
1971-04-01,25.105,Vietnam
1971-05-01,26.301,Vietnam
1971-06-01,27.035,Vietnam
1971-07-01,26.782,Vietnam
1971-08-01,26.199,Vietnam
1971-09-01,26.19,Vietnam
1971-10-01,23.116000000000003,Vietnam
1971-11-01,20.928,Vietnam
1971-12-01,19.763,Vietnam
1972-01-01,18.631,Vietnam
1972-02-01,20.296,Vietnam
1972-03-01,22.158,Vietnam
1972-04-01,23.989,Vietnam
1972-05-01,27.398000000000003,Vietnam
1972-06-01,27.332,Vietnam
1972-07-01,27.303,Vietnam
1972-08-01,26.544,Vietnam
1972-09-01,25.992,Vietnam
1972-10-01,25.044,Vietnam
1972-11-01,23.062,Vietnam
1972-12-01,20.561,Vietnam
1973-01-01,19.96,Vietnam
1973-02-01,22.511,Vietnam
1973-03-01,23.928,Vietnam
1973-04-01,26.201,Vietnam
1973-05-01,27.376,Vietnam
1973-06-01,27.729,Vietnam
1973-07-01,27.153,Vietnam
1973-08-01,26.669,Vietnam
1973-09-01,26.05,Vietnam
1973-10-01,23.966,Vietnam
1973-11-01,21.669,Vietnam
1973-12-01,18.883000000000006,Vietnam
1974-01-01,18.645,Vietnam
1974-02-01,19.264,Vietnam
1974-03-01,21.333,Vietnam
1974-04-01,24.528,Vietnam
1974-05-01,26.768,Vietnam
1974-06-01,27.186,Vietnam
1974-07-01,27.329,Vietnam
1974-08-01,26.601,Vietnam
1974-09-01,26.341,Vietnam
1974-10-01,24.212000000000003,Vietnam
1974-11-01,22.542,Vietnam
1974-12-01,20.41,Vietnam
1975-01-01,19.886,Vietnam
1975-02-01,21.198,Vietnam
1975-03-01,23.47,Vietnam
1975-04-01,25.709,Vietnam
1975-05-01,26.939,Vietnam
1975-06-01,26.878,Vietnam
1975-07-01,27.247,Vietnam
1975-08-01,26.835,Vietnam
1975-09-01,26.105,Vietnam
1975-10-01,24.271,Vietnam
1975-11-01,21.552,Vietnam
1975-12-01,17.762,Vietnam
1976-01-01,18.297,Vietnam
1976-02-01,20.582,Vietnam
1976-03-01,22.054,Vietnam
1976-04-01,24.505,Vietnam
1976-05-01,26.319000000000003,Vietnam
1976-06-01,26.961,Vietnam
1976-07-01,26.999,Vietnam
1976-08-01,26.31,Vietnam
1976-09-01,25.927,Vietnam
1976-10-01,24.428,Vietnam
1976-11-01,20.943,Vietnam
1976-12-01,20.185,Vietnam
1977-01-01,18.146,Vietnam
1977-02-01,18.325,Vietnam
1977-03-01,22.028,Vietnam
1977-04-01,24.712,Vietnam
1977-05-01,27.525,Vietnam
1977-06-01,28.109,Vietnam
1977-07-01,27.23,Vietnam
1977-08-01,27.043000000000003,Vietnam
1977-09-01,25.519,Vietnam
1977-10-01,24.547,Vietnam
1977-11-01,21.664,Vietnam
1977-12-01,20.930000000000003,Vietnam
1978-01-01,19.631,Vietnam
1978-02-01,20.132,Vietnam
1978-03-01,23.329,Vietnam
1978-04-01,25.236,Vietnam
1978-05-01,26.702,Vietnam
1978-06-01,27.027,Vietnam
1978-07-01,26.89,Vietnam
1978-08-01,26.652,Vietnam
1978-09-01,25.218000000000004,Vietnam
1978-10-01,23.64,Vietnam
1978-11-01,21.793000000000006,Vietnam
1978-12-01,20.571,Vietnam
1979-01-01,20.405,Vietnam
1979-02-01,21.69,Vietnam
1979-03-01,23.509,Vietnam
1979-04-01,25.325,Vietnam
1979-05-01,26.689,Vietnam
1979-06-01,26.831,Vietnam
1979-07-01,27.541,Vietnam
1979-08-01,26.811,Vietnam
1979-09-01,25.991,Vietnam
1979-10-01,23.564,Vietnam
1979-11-01,21.484,Vietnam
1979-12-01,20.209000000000003,Vietnam
1980-01-01,19.877,Vietnam
1980-02-01,19.807,Vietnam
1980-03-01,24.013,Vietnam
1980-04-01,25.405,Vietnam
1980-05-01,26.866,Vietnam
1980-06-01,26.833,Vietnam
1980-07-01,27.205,Vietnam
1980-08-01,26.77,Vietnam
1980-09-01,25.554,Vietnam
1980-10-01,24.433000000000003,Vietnam
1980-11-01,23.006,Vietnam
1980-12-01,20.297,Vietnam
1981-01-01,19.392,Vietnam
1981-02-01,21.274,Vietnam
1981-03-01,23.747,Vietnam
1981-04-01,25.921,Vietnam
1981-05-01,26.449,Vietnam
1981-06-01,26.898000000000003,Vietnam
1981-07-01,27.078000000000007,Vietnam
1981-08-01,27.409,Vietnam
1981-09-01,26.564,Vietnam
1981-10-01,24.416,Vietnam
1981-11-01,22.324,Vietnam
1981-12-01,18.674000000000003,Vietnam
1982-01-01,19.563,Vietnam
1982-02-01,20.518,Vietnam
1982-03-01,23.4,Vietnam
1982-04-01,24.074,Vietnam
1982-05-01,26.775,Vietnam
1982-06-01,27.055,Vietnam
1982-07-01,27.396,Vietnam
1982-08-01,26.885,Vietnam
1982-09-01,25.678,Vietnam
1982-10-01,24.812,Vietnam
1982-11-01,23.175,Vietnam
1982-12-01,18.677,Vietnam
1983-01-01,18.544,Vietnam
1983-02-01,20.278,Vietnam
1983-03-01,22.061,Vietnam
1983-04-01,25.454,Vietnam
1983-05-01,27.321,Vietnam
1983-06-01,27.772,Vietnam
1983-07-01,27.73,Vietnam
1983-08-01,26.78,Vietnam
1983-09-01,26.315,Vietnam
1983-10-01,24.538,Vietnam
1983-11-01,21.478,Vietnam
1983-12-01,19.07,Vietnam
1984-01-01,18.022,Vietnam
1984-02-01,19.887,Vietnam
1984-03-01,22.648000000000003,Vietnam
1984-04-01,25.65,Vietnam
1984-05-01,26.151,Vietnam
1984-06-01,27.035,Vietnam
1984-07-01,26.942,Vietnam
1984-08-01,26.689,Vietnam
1984-09-01,25.633000000000003,Vietnam
1984-10-01,23.692,Vietnam
1984-11-01,22.868,Vietnam
1984-12-01,19.85100000000001,Vietnam
1985-01-01,18.928,Vietnam
1985-02-01,21.134,Vietnam
1985-03-01,21.632,Vietnam
1985-04-01,24.176,Vietnam
1985-05-01,26.826,Vietnam
1985-06-01,27.242,Vietnam
1985-07-01,26.843000000000004,Vietnam
1985-08-01,27.025,Vietnam
1985-09-01,25.665,Vietnam
1985-10-01,24.352,Vietnam
1985-11-01,22.861,Vietnam
1985-12-01,19.963,Vietnam
1986-01-01,19.12,Vietnam
1986-02-01,20.076,Vietnam
1986-03-01,22.31,Vietnam
1986-04-01,25.344,Vietnam
1986-05-01,26.474,Vietnam
1986-06-01,27.519,Vietnam
1986-07-01,27.147,Vietnam
1986-08-01,26.873,Vietnam
1986-09-01,25.854,Vietnam
1986-10-01,24.016,Vietnam
1986-11-01,21.988000000000003,Vietnam
1986-12-01,20.425,Vietnam
1987-01-01,20.551,Vietnam
1987-02-01,21.545,Vietnam
1987-03-01,24.223000000000003,Vietnam
1987-04-01,25.447,Vietnam
1987-05-01,28.039,Vietnam
1987-06-01,27.816,Vietnam
1987-07-01,27.614,Vietnam
1987-08-01,26.957,Vietnam
1987-09-01,26.002,Vietnam
1987-10-01,25.127,Vietnam
1987-11-01,23.018,Vietnam
1987-12-01,18.872,Vietnam
1988-01-01,20.711,Vietnam
1988-02-01,21.143,Vietnam
1988-03-01,22.404,Vietnam
1988-04-01,24.65,Vietnam
1988-05-01,27.468000000000004,Vietnam
1988-06-01,27.501,Vietnam
1988-07-01,27.481,Vietnam
1988-08-01,26.923,Vietnam
1988-09-01,26.086,Vietnam
1988-10-01,23.759,Vietnam
1988-11-01,21.522,Vietnam
1988-12-01,19.882,Vietnam
1989-01-01,19.402,Vietnam
1989-02-01,19.872,Vietnam
1989-03-01,21.843000000000004,Vietnam
1989-04-01,25.22,Vietnam
1989-05-01,26.409,Vietnam
1989-06-01,27.114,Vietnam
1989-07-01,27.019,Vietnam
1989-08-01,26.799,Vietnam
1989-09-01,26.367,Vietnam
1989-10-01,24.094,Vietnam
1989-11-01,22.497,Vietnam
1989-12-01,20.007,Vietnam
1990-01-01,19.982,Vietnam
1990-02-01,21.093000000000004,Vietnam
1990-03-01,22.726,Vietnam
1990-04-01,25.645,Vietnam
1990-05-01,26.198,Vietnam
1990-06-01,27.118,Vietnam
1990-07-01,27.031,Vietnam
1990-08-01,27.245,Vietnam
1990-09-01,26.348000000000003,Vietnam
1990-10-01,24.33,Vietnam
1990-11-01,22.796000000000006,Vietnam
1990-12-01,20.777,Vietnam
1991-01-01,20.577,Vietnam
1991-02-01,21.205,Vietnam
1991-03-01,23.771,Vietnam
1991-04-01,25.084,Vietnam
1991-05-01,26.977,Vietnam
1991-06-01,27.157,Vietnam
1991-07-01,26.846,Vietnam
1991-08-01,26.669,Vietnam
1991-09-01,26.182,Vietnam
1991-10-01,24.139000000000006,Vietnam
1991-11-01,22.097,Vietnam
1991-12-01,20.614,Vietnam
1992-01-01,18.43,Vietnam
1992-02-01,20.057,Vietnam
1992-03-01,22.809,Vietnam
1992-04-01,25.6,Vietnam
1992-05-01,27.309,Vietnam
1992-06-01,27.253,Vietnam
1992-07-01,26.577,Vietnam
1992-08-01,26.906,Vietnam
1992-09-01,26.329,Vietnam
1992-10-01,23.177000000000003,Vietnam
1992-11-01,21.108,Vietnam
1992-12-01,20.66,Vietnam
1993-01-01,18.764,Vietnam
1993-02-01,20.511,Vietnam
1993-03-01,22.824,Vietnam
1993-04-01,25.041,Vietnam
1993-05-01,26.769,Vietnam
1993-06-01,27.807,Vietnam
1993-07-01,27.428,Vietnam
1993-08-01,26.911,Vietnam
1993-09-01,25.828000000000003,Vietnam
1993-10-01,23.53,Vietnam
1993-11-01,22.434,Vietnam
1993-12-01,19.381,Vietnam
1994-01-01,20.164,Vietnam
1994-02-01,21.731,Vietnam
1994-03-01,21.794,Vietnam
1994-04-01,25.889,Vietnam
1994-05-01,26.958,Vietnam
1994-06-01,26.778,Vietnam
1994-07-01,26.735000000000007,Vietnam
1994-08-01,26.69,Vietnam
1994-09-01,25.676,Vietnam
1994-10-01,23.535,Vietnam
1994-11-01,22.884,Vietnam
1994-12-01,21.079,Vietnam
1995-01-01,19.361,Vietnam
1995-02-01,19.744,Vietnam
1995-03-01,22.608,Vietnam
1995-04-01,25.675,Vietnam
1995-05-01,26.816,Vietnam
1995-06-01,27.601,Vietnam
1995-07-01,26.936,Vietnam
1995-08-01,26.565,Vietnam
1995-09-01,25.729,Vietnam
1995-10-01,24.779000000000003,Vietnam
1995-11-01,21.792,Vietnam
1995-12-01,19.422,Vietnam
1996-01-01,19.206,Vietnam
1996-02-01,19.232,Vietnam
1996-03-01,22.997,Vietnam
1996-04-01,23.639,Vietnam
1996-05-01,26.442,Vietnam
1996-06-01,27.079,Vietnam
1996-07-01,27.034,Vietnam
1996-08-01,26.678,Vietnam
1996-09-01,25.723000000000003,Vietnam
1996-10-01,24.404000000000003,Vietnam
1996-11-01,22.87,Vietnam
1996-12-01,19.692,Vietnam
1997-01-01,19.629,Vietnam
1997-02-01,20.144,Vietnam
1997-03-01,22.847,Vietnam
1997-04-01,24.828000000000003,Vietnam
1997-05-01,27.069000000000003,Vietnam
1997-06-01,27.534,Vietnam
1997-07-01,26.745,Vietnam
1997-08-01,27.012,Vietnam
1997-09-01,25.274,Vietnam
1997-10-01,24.91,Vietnam
1997-11-01,23.383000000000006,Vietnam
1997-12-01,21.297,Vietnam
1998-01-01,21.054,Vietnam
1998-02-01,21.933000000000003,Vietnam
1998-03-01,23.988000000000003,Vietnam
1998-04-01,26.457,Vietnam
1998-05-01,27.775,Vietnam
1998-06-01,28.058000000000003,Vietnam
1998-07-01,27.732000000000006,Vietnam
1998-08-01,27.381,Vietnam
1998-09-01,26.111,Vietnam
1998-10-01,24.683000000000003,Vietnam
1998-11-01,22.849,Vietnam
1998-12-01,20.777,Vietnam
1999-01-01,20.029,Vietnam
1999-02-01,21.402,Vietnam
1999-03-01,23.798,Vietnam
1999-04-01,25.412,Vietnam
1999-05-01,25.658,Vietnam
1999-06-01,27.116,Vietnam
1999-07-01,27.22600000000001,Vietnam
1999-08-01,26.615,Vietnam
1999-09-01,26.093000000000004,Vietnam
1999-10-01,24.417,Vietnam
1999-11-01,22.547,Vietnam
1999-12-01,18.484,Vietnam
2000-01-01,20.329,Vietnam
2000-02-01,19.886,Vietnam
2000-03-01,22.626,Vietnam
2000-04-01,25.217,Vietnam
2000-05-01,26.261,Vietnam
2000-06-01,26.616,Vietnam
2000-07-01,26.889000000000006,Vietnam
2000-08-01,26.902,Vietnam
2000-09-01,25.697,Vietnam
2000-10-01,24.292,Vietnam
2000-11-01,22.08,Vietnam
2000-12-01,20.988000000000003,Vietnam
2001-01-01,20.692,Vietnam
2001-02-01,20.582,Vietnam
2001-03-01,23.102,Vietnam
2001-04-01,25.846,Vietnam
2001-05-01,26.343000000000004,Vietnam
2001-06-01,26.908,Vietnam
2001-07-01,27.303,Vietnam
2001-08-01,26.685,Vietnam
2001-09-01,26.334,Vietnam
2001-10-01,24.765,Vietnam
2001-11-01,21.535,Vietnam
2001-12-01,20.124,Vietnam
2002-01-01,19.691,Vietnam
2002-02-01,21.214,Vietnam
2002-03-01,23.558000000000003,Vietnam
2002-04-01,26.04,Vietnam
2002-05-01,27.024,Vietnam
2002-06-01,27.565,Vietnam
2002-07-01,27.475,Vietnam
2002-08-01,26.359,Vietnam
2002-09-01,25.626,Vietnam
2002-10-01,24.458,Vietnam
2002-11-01,22.50500000000001,Vietnam
2002-12-01,21.21,Vietnam
2003-01-01,19.269,Vietnam
2003-02-01,22.12,Vietnam
2003-03-01,23.344,Vietnam
2003-04-01,26.278,Vietnam
2003-05-01,27.257,Vietnam
2003-06-01,27.58,Vietnam
2003-07-01,27.389000000000006,Vietnam
2003-08-01,27.121,Vietnam
2003-09-01,25.952,Vietnam
2003-10-01,24.586,Vietnam
2003-11-01,23.222,Vietnam
2003-12-01,19.855,Vietnam
2004-01-01,19.824,Vietnam
2004-02-01,20.301,Vietnam
2004-03-01,23.008000000000003,Vietnam
2004-04-01,25.337,Vietnam
2004-05-01,26.518,Vietnam
2004-06-01,27.085,Vietnam
2004-07-01,26.775,Vietnam
2004-08-01,27.004,Vietnam
2004-09-01,26.027,Vietnam
2004-10-01,23.986,Vietnam
2004-11-01,22.91200000000001,Vietnam
2004-12-01,19.906,Vietnam
2005-01-01,19.279,Vietnam
2005-02-01,21.574,Vietnam
2005-03-01,21.977,Vietnam
2005-04-01,25.252,Vietnam
2005-05-01,27.935,Vietnam
2005-06-01,27.972,Vietnam
2005-07-01,27.125,Vietnam
2005-08-01,26.834,Vietnam
2005-09-01,26.307,Vietnam
2005-10-01,24.712000000000003,Vietnam
2005-11-01,23.215,Vietnam
2005-12-01,19.394,Vietnam
2006-01-01,20.088,Vietnam
2006-02-01,21.393,Vietnam
2006-03-01,23.138,Vietnam
2006-04-01,25.803,Vietnam
2006-05-01,26.605,Vietnam
2006-06-01,27.724,Vietnam
2006-07-01,27.353,Vietnam
2006-08-01,26.527,Vietnam
2006-09-01,25.917,Vietnam
2006-10-01,25.156,Vietnam
2006-11-01,24.039,Vietnam
2006-12-01,20.534,Vietnam
2007-01-01,19.406,Vietnam
2007-02-01,22.371,Vietnam
2007-03-01,23.782,Vietnam
2007-04-01,24.808000000000003,Vietnam
2007-05-01,26.406,Vietnam
2007-06-01,27.865,Vietnam
2007-07-01,27.365,Vietnam
2007-08-01,26.736,Vietnam
2007-09-01,25.868,Vietnam
2007-10-01,24.222,Vietnam
2007-11-01,21.378,Vietnam
2007-12-01,21.419,Vietnam
2008-01-01,19.229,Vietnam
2008-02-01,18.1,Vietnam
2008-03-01,22.706,Vietnam
2008-04-01,25.57,Vietnam
2008-05-01,26.137,Vietnam
2008-06-01,26.955,Vietnam
2008-07-01,27.082,Vietnam
2008-08-01,26.684,Vietnam
2008-09-01,26.112,Vietnam
2008-10-01,24.998,Vietnam
2008-11-01,22.075000000000006,Vietnam
2008-12-01,19.76,Vietnam
2009-01-01,18.413,Vietnam
2009-02-01,23.029,Vietnam
2009-03-01,23.717,Vietnam
2009-04-01,25.25,Vietnam
2009-05-01,26.184,Vietnam
2009-06-01,27.726,Vietnam
2009-07-01,27.143,Vietnam
2009-08-01,27.342,Vietnam
2009-09-01,26.373,Vietnam
2009-10-01,25.002,Vietnam
2009-11-01,22.341,Vietnam
2009-12-01,21.067,Vietnam
2010-01-01,20.915,Vietnam
2010-02-01,22.809,Vietnam
2010-03-01,23.937,Vietnam
2010-04-01,25.68,Vietnam
2010-05-01,28.304,Vietnam
2010-06-01,28.124,Vietnam
2010-07-01,27.729000000000006,Vietnam
2010-08-01,26.689,Vietnam
2010-09-01,26.617,Vietnam
2010-10-01,24.082,Vietnam
2010-11-01,22.238000000000003,Vietnam
2010-12-01,20.876,Vietnam
2011-01-01,17.726,Vietnam
2011-02-01,20.704,Vietnam
2011-03-01,20.761,Vietnam
2011-04-01,24.307,Vietnam
2011-05-01,26.522,Vietnam
2011-06-01,27.397,Vietnam
2011-07-01,27.305,Vietnam
2011-08-01,26.933000000000003,Vietnam
2011-09-01,25.906,Vietnam
2011-10-01,24.06900000000001,Vietnam
2011-11-01,23.206000000000003,Vietnam
2011-12-01,19.475,Vietnam
2012-01-01,19.23,Vietnam
2012-02-01,20.764,Vietnam
2012-03-01,23.205,Vietnam
2012-04-01,26.063,Vietnam
2012-05-01,27.429,Vietnam
2012-06-01,27.682,Vietnam
2012-07-01,27.405,Vietnam
2012-08-01,27.373,Vietnam
2012-09-01,26.095,Vietnam
2012-10-01,25.091,Vietnam
2012-11-01,24.192,Vietnam
2012-12-01,21.923,Vietnam
2013-01-01,19.885,Vietnam
2013-02-01,22.549,Vietnam
2013-03-01,24.335,Vietnam
2013-04-01,25.887,Vietnam
2013-05-01,27.443,Vietnam
2013-06-01,27.623,Vietnam
2013-07-01,27.109,Vietnam
2013-08-01,27.026,Vietnam
2013-09-01,,Vietnam
